"scope","path","kind","workspace_state","root_state","canonical_state","workspace_disposition","root_disposition","canonical_capability","retained_destination","required_evidence"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_example_equation_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_example_equation_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_example_equation_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_i_eq_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_i_eq_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_example_pair_i_eq_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_i_eq_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_i_eq_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_example_pair_i_eq_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_ii_eq_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_ii_eq_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_example_pair_ii_eq_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_ii_eq_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_ii_eq_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_example_pair_ii_eq_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_iii_eq_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_iii_eq_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_example_pair_iii_eq_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_iii_eq_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_example_pair_iii_eq_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_example_pair_iii_eq_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_i_equation_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_i_equation_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_i_equation_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_i_equation_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_i_equation_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_i_equation_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_ii_equation_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_ii_equation_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_ii_equation_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_ii_equation_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_ii_equation_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_ii_equation_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_iii_equation_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_iii_equation_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_iii_equation_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_iii_equation_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_iii_equation_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_exercise_1_iii_equation_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_expression_for_s.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_expression_for_s.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_expression_for_s.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_false_statement.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_false_statement.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_false_statement.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_final_solution.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_final_solution.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_final_solution.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_first_number_in_expanded_form.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_first_number_in_expanded_form.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_first_number_in_expanded_form.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_general_form_of_a_pair_of_linear_equations.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_general_form_of_a_pair_of_linear_equations.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_general_form_of_a_pair_of_linear_equations.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_general_form_of_a_second_linear_equation.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_general_form_of_a_second_linear_equation.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_general_form_of_a_second_linear_equation.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_identity_example_6.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_identity_example_6.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_identity_example_6.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_derived.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_derived.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_derived.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_example_6.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_example_6.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_example_6.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_example_7.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_example_7.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_1_example_7.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_derived.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_derived.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_derived.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_example_6.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_example_6.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_example_6.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_example_7.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_example_7.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_linear_equation_2_example_7.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_main_sum_equation.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_main_sum_equation.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_main_sum_equation.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_p4.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_p4.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_p4.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_result_of_subtraction.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_result_of_subtraction.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_result_of_subtraction.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_reversed_number_in_expanded_form.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_reversed_number_in_expanded_form.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_reversed_number_in_expanded_form.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_simplified_equation_example_6.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_simplified_equation_example_6.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_simplified_equation_example_6.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_simplified_equation_for_t.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_simplified_equation_for_t.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_simplified_equation_for_t.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_simplified_sum_equation.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_simplified_sum_equation.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_simplified_sum_equation.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_solution_for_x.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_solution_for_x.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_solution_for_x.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_solution_for_y.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_solution_for_y.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_solution_for_y.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_substitution_for_y.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_substitution_for_y.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_substitution_for_y.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_substitution_into_equation_2_example_6.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_substitution_into_equation_2_example_6.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_substitution_into_equation_2_example_6.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_substitution_into_equation_2_example_7.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_substitution_into_equation_2_example_7.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_substitution_into_equation_2_example_7.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_sum_of_original_and_reversed_number.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_sum_of_original_and_reversed_number.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_sum_of_original_and_reversed_number.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_value_of_s.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_value_of_s.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_value_of_s.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_value_of_t.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_value_of_t.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_value_of_t.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_value_of_x.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_value_of_x.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_value_of_x.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_value_of_y.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_value_of_y.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_value_of_y.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_x_in_terms_of_y_example_6.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_x_in_terms_of_y_example_6.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_x_in_terms_of_y_example_6.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/formula_jemh103_x_in_terms_of_y_example_7.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/formula_jemh103_x_in_terms_of_y_example_7.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/formula_jemh103_x_in_terms_of_y_example_7.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/table_jemh103_table_3_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/table_jemh103_table_3_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/table_jemh103_table_3_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/table_jemh103_table_3_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/table_jemh103_table_3_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/table_jemh103_table_3_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh103/table_jemh103_table_3_3.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh103/table_jemh103_table_3_3.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh103/table_jemh103_table_3_3.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/fig_jemh104_fig_4_1.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/fig_jemh104_fig_4_1.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/fig_jemh104_fig_4_1.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/fig_jemh104_fig_4_2.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/fig_jemh104_fig_4_2.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/fig_jemh104_fig_4_2.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_area_of_the_hall_algebraic_expression.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_area_of_the_hall_algebraic_expression.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_area_of_the_hall_algebraic_expression.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_babylonian_form_of_quadratic_equation.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_babylonian_form_of_quadratic_equation.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_babylonian_form_of_quadratic_equation.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_brahmagupta_s_form_of_quadratic_equation.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_brahmagupta_s_form_of_quadratic_equation.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_brahmagupta_s_form_of_quadratic_equation.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_condition_for_no_real_roots.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_condition_for_no_real_roots.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_condition_for_no_real_roots.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_condition_for_two_distinct_real_roots.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_condition_for_two_distinct_real_roots.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_condition_for_two_distinct_real_roots.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_condition_for_two_equal_real_roots.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_condition_for_two_equal_real_roots.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_condition_for_two_equal_real_roots.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_cost_of_production_for_each_toy.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_cost_of_production_for_each_toy.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_cost_of_production_for_each_toy.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_discriminant_calculation.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_discriminant_calculation.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_discriminant_calculation.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_discriminant_calculation_example_9.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_discriminant_calculation_example_9.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_discriminant_calculation_example_9.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_discriminant_definition.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_discriminant_definition.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_discriminant_definition.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_equation_for_prayer_hall_area_intermediate_step.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_equation_for_prayer_hall_area_intermediate_step.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_equation_for_prayer_hall_area_intermediate_step.png before workspace deletion"
"workspace_and_root_mirror","rag_store/figure_crops/jemh104/formula_jemh104_example_4_factored_form.png","data_or_visual_asset","present","byte_identical","absent","archive_outside_runtime","retain_outside_runtime","no canonical runtime equivalent (non-runtime source, tool, asset, or provenance)","rag_store/figure_crops/jemh104/formula_jemh104_example_4_factored_form.png","SHA-256 and consumer/provenance audit for rag_store/figure_crops/jemh104/formula_jemh104_example_4_factored_form.png before workspace deletion"
