row_index,field,label_or_action,issue_type,reason,student_utterance,miniLM_labels,hope_signals,target_policy_action
385,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"this diagram is confusing me, how can one point have two tangents? can u use like animations or something to show how they form?","confusion, diagrammatic, question",Moderate load_risk,VISUAL_ANALOGY
385,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"this diagram is confusing me, how can one point have two tangents? can u use like animations or something to show how they form?","confusion, diagrammatic, question",Moderate load_risk,VISUAL_ANALOGY
386,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"its all theory only na. give me one real-life example where this is used, i can understand better then.","confusion, example_request",Low productive_struggle,ANALOGOUS_EXAMPLE
386,miniLM_labels,question,obvious_missing_label,Strong cue exists but label is not assigned.,"its all theory only na. give me one real-life example where this is used, i can understand better then.","confusion, example_request",Low productive_struggle,ANALOGOUS_EXAMPLE
386,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"its all theory only na. give me one real-life example where this is used, i can understand better then.","confusion, example_request",Low productive_struggle,ANALOGOUS_EXAMPLE
386,miniLM_labels,physical,obvious_missing_label,Strong cue exists but label is not assigned.,"its all theory only na. give me one real-life example where this is used, i can understand better then.","confusion, example_request",Low productive_struggle,ANALOGOUS_EXAMPLE
386,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"its all theory only na. give me one real-life example where this is used, i can understand better then.","confusion, example_request",Low productive_struggle,ANALOGOUS_EXAMPLE
386,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"its all theory only na. give me one real-life example where this is used, i can understand better then.","confusion, example_request",Low productive_struggle,ANALOGOUS_EXAMPLE
387,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"what is this common difference really, can you show it like a ladder or something? how much gap between each step?","confusion, question, representation_shift",High ki_score opportunity,VISUAL_ANALOGY
387,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"what is this common difference really, can you show it like a ladder or something? how much gap between each step?","confusion, question, representation_shift",High ki_score opportunity,VISUAL_ANALOGY
387,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"what is this common difference really, can you show it like a ladder or something? how much gap between each step?","confusion, question, representation_shift",High ki_score opportunity,VISUAL_ANALOGY
387,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"what is this common difference really, can you show it like a ladder or something? how much gap between each step?","confusion, question, representation_shift",High ki_score opportunity,VISUAL_ANALOGY
387,miniLM_labels,skepticism,obvious_missing_label,Strong cue exists but label is not assigned.,"what is this common difference really, can you show it like a ladder or something? how much gap between each step?","confusion, question, representation_shift",High ki_score opportunity,VISUAL_ANALOGY
387,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"what is this common difference really, can you show it like a ladder or something? how much gap between each step?","confusion, question, representation_shift",High ki_score opportunity,VISUAL_ANALOGY
387,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"what is this common difference really, can you show it like a ladder or something? how much gap between each step?","confusion, question, representation_shift",High ki_score opportunity,VISUAL_ANALOGY
388,miniLM_labels,cognitive_overload,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my head is spinning with all these long sentences, can u put it in a small list of steps, like 1, 2, 3 type thing?","cognitive_overload, request_representation, confusion, question",High load_risk,REPRESENTATION_TRANSLATION
388,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my head is spinning with all these long sentences, can u put it in a small list of steps, like 1, 2, 3 type thing?","cognitive_overload, request_representation, confusion, question",High load_risk,REPRESENTATION_TRANSLATION
388,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"my head is spinning with all these long sentences, can u put it in a small list of steps, like 1, 2, 3 type thing?","cognitive_overload, request_representation, confusion, question",High load_risk,REPRESENTATION_TRANSLATION
388,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"my head is spinning with all these long sentences, can u put it in a small list of steps, like 1, 2, 3 type thing?","cognitive_overload, request_representation, confusion, question",High load_risk,REPRESENTATION_TRANSLATION
389,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"how to differentiate square, rectangle, rhombus, trapezium? they all look similar to me. can u make like a comparison chart or a family tree?","confusion, diagrammatic, representation_shift, question",Partial mastery,REPRESENTATION_TRANSLATION
389,miniLM_labels,diagrammatic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"how to differentiate square, rectangle, rhombus, trapezium? they all look similar to me. can u make like a comparison chart or a family tree?","confusion, diagrammatic, representation_shift, question",Partial mastery,REPRESENTATION_TRANSLATION
389,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"how to differentiate square, rectangle, rhombus, trapezium? they all look similar to me. can u make like a comparison chart or a family tree?","confusion, diagrammatic, representation_shift, question",Partial mastery,REPRESENTATION_TRANSLATION
389,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"how to differentiate square, rectangle, rhombus, trapezium? they all look similar to me. can u make like a comparison chart or a family tree?","confusion, diagrammatic, representation_shift, question",Partial mastery,REPRESENTATION_TRANSLATION
389,hope_signals,Partial mastery,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"how to differentiate square, rectangle, rhombus, trapezium? they all look similar to me. can u make like a comparison chart or a family tree?","confusion, diagrammatic, representation_shift, question",Partial mastery,REPRESENTATION_TRANSLATION
390,miniLM_labels,example_request,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this is too abstract, how is it useful in daily life? like for what reason we are studying this?","curiosity, example_request, question",Active engagement,ANALOGOUS_EXAMPLE
390,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"this is too abstract, how is it useful in daily life? like for what reason we are studying this?","curiosity, example_request, question",Active engagement,ANALOGOUS_EXAMPLE
391,miniLM_labels,diagrammatic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,sin is opp/hyp ok but can u show me on like a protractor or a rotating line how this ratio changes as angle changes? like what does sin actually mean?,"confusion, diagrammatic, question, representation_shift",Moderate load_risk,VISUAL_ANALOGY
391,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,sin is opp/hyp ok but can u show me on like a protractor or a rotating line how this ratio changes as angle changes? like what does sin actually mean?,"confusion, diagrammatic, question, representation_shift",Moderate load_risk,VISUAL_ANALOGY
391,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,sin is opp/hyp ok but can u show me on like a protractor or a rotating line how this ratio changes as angle changes? like what does sin actually mean?,"confusion, diagrammatic, question, representation_shift",Moderate load_risk,VISUAL_ANALOGY
391,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,sin is opp/hyp ok but can u show me on like a protractor or a rotating line how this ratio changes as angle changes? like what does sin actually mean?,"confusion, diagrammatic, question, representation_shift",Moderate load_risk,VISUAL_ANALOGY
393,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"why are the zeroes of quadratic equation where the graph cuts x axis? can you show that connection clearly, like with colors?","confusion, question, graphical, representation_shift","Moderate load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
393,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"why are the zeroes of quadratic equation where the graph cuts x axis? can you show that connection clearly, like with colors?","confusion, question, graphical, representation_shift","Moderate load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
393,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"why are the zeroes of quadratic equation where the graph cuts x axis? can you show that connection clearly, like with colors?","confusion, question, graphical, representation_shift","Moderate load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
393,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"why are the zeroes of quadratic equation where the graph cuts x axis? can you show that connection clearly, like with colors?","confusion, question, graphical, representation_shift","Moderate load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
394,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"sir this sin cos tan, I always mix up opposite and hypotenuse in triangle, can u like point it out with arrows in a diagram?","confusion, diagrammatic, question","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
394,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"sir this sin cos tan, I always mix up opposite and hypotenuse in triangle, can u like point it out with arrows in a diagram?","confusion, diagrammatic, question","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
394,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"sir this sin cos tan, I always mix up opposite and hypotenuse in triangle, can u like point it out with arrows in a diagram?","confusion, diagrammatic, question","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
394,miniLM_labels,tabular,obvious_missing_label,Strong cue exists but label is not assigned.,"sir this sin cos tan, I always mix up opposite and hypotenuse in triangle, can u like point it out with arrows in a diagram?","confusion, diagrammatic, question","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
394,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"sir this sin cos tan, I always mix up opposite and hypotenuse in triangle, can u like point it out with arrows in a diagram?","confusion, diagrammatic, question","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
394,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"sir this sin cos tan, I always mix up opposite and hypotenuse in triangle, can u like point it out with arrows in a diagram?","confusion, diagrammatic, question","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
394,hope_signals,Partial mastery,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"sir this sin cos tan, I always mix up opposite and hypotenuse in triangle, can u like point it out with arrows in a diagram?","confusion, diagrammatic, question","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
395,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this topic is so abstract na, what is it used for? give me some real-life example to understand better.","curiosity, question, verbal_analogy, example_request",High productive_struggle,VISUAL_ANALOGY
395,miniLM_labels,verbal_analogy,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this topic is so abstract na, what is it used for? give me some real-life example to understand better.","curiosity, question, verbal_analogy, example_request",High productive_struggle,VISUAL_ANALOGY
395,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"this topic is so abstract na, what is it used for? give me some real-life example to understand better.","curiosity, question, verbal_analogy, example_request",High productive_struggle,VISUAL_ANALOGY
395,hope_signals,High productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"this topic is so abstract na, what is it used for? give me some real-life example to understand better.","curiosity, question, verbal_analogy, example_request",High productive_struggle,VISUAL_ANALOGY
395,target_policy_action,VISUAL_ANALOGY,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,"this topic is so abstract na, what is it used for? give me some real-life example to understand better.","curiosity, question, verbal_analogy, example_request",High productive_struggle,VISUAL_ANALOGY
396,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"elimination method, i get the idea but when i try to solve I make mistakes. can you show a full example step by step how to do it?","confusion, procedural_focus, example_request, question","Moderate load_risk,Partial mastery",WORKED_EXAMPLE
396,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"elimination method, i get the idea but when i try to solve I make mistakes. can you show a full example step by step how to do it?","confusion, procedural_focus, example_request, question","Moderate load_risk,Partial mastery",WORKED_EXAMPLE
396,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"elimination method, i get the idea but when i try to solve I make mistakes. can you show a full example step by step how to do it?","confusion, procedural_focus, example_request, question","Moderate load_risk,Partial mastery",WORKED_EXAMPLE
397,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when we put one solid on another, like cone on cylinder, which surface areas do we add? the common part na, does it count? show me with like an animation or actual objects.","confusion, question, diagrammatic, physical, request_representation","High load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
397,miniLM_labels,diagrammatic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when we put one solid on another, like cone on cylinder, which surface areas do we add? the common part na, does it count? show me with like an animation or actual objects.","confusion, question, diagrammatic, physical, request_representation","High load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
397,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"when we put one solid on another, like cone on cylinder, which surface areas do we add? the common part na, does it count? show me with like an animation or actual objects.","confusion, question, diagrammatic, physical, request_representation","High load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
397,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"when we put one solid on another, like cone on cylinder, which surface areas do we add? the common part na, does it count? show me with like an animation or actual objects.","confusion, question, diagrammatic, physical, request_representation","High load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
397,miniLM_labels,ready_for_next,obvious_missing_label,Strong cue exists but label is not assigned.,"when we put one solid on another, like cone on cylinder, which surface areas do we add? the common part na, does it count? show me with like an animation or actual objects.","confusion, question, diagrammatic, physical, request_representation","High load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
397,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"when we put one solid on another, like cone on cylinder, which surface areas do we add? the common part na, does it count? show me with like an animation or actual objects.","confusion, question, diagrammatic, physical, request_representation","High load_risk,High ki_score opportunity",REPRESENTATION_TRANSLATION
398,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"why we do 'this' step in the formula, what is the meaning of it? it just feels like memorizing.","confusion, curiosity, question, algebraic",High productive_struggle,EXPLAIN
399,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
399,miniLM_labels,graphical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
399,miniLM_labels,transfer_attempt,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
399,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
399,miniLM_labels,high_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
399,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
399,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
399,hope_signals,Partial mastery,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"BPT theorem, I get it when triangle is upright, but what if it's upside down? or tilted? can you show that it still works with weird triangles?","confusion, question, graphical, diagrammatic, transfer_attempt","Moderate load_risk,Partial mastery",REPRESENTATION_TRANSLATION
400,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"proof by contradiction is like assuming something is true to prove it's false? can u explain the logic behind this method in simple words, not math terms?","confusion, question, abstraction_attempt, simplification_request","Moderate load_risk,High productive_struggle",EXPLAIN
400,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"proof by contradiction is like assuming something is true to prove it's false? can u explain the logic behind this method in simple words, not math terms?","confusion, question, abstraction_attempt, simplification_request","Moderate load_risk,High productive_struggle",EXPLAIN
400,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"proof by contradiction is like assuming something is true to prove it's false? can u explain the logic behind this method in simple words, not math terms?","confusion, question, abstraction_attempt, simplification_request","Moderate load_risk,High productive_struggle",EXPLAIN
401,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"This 'if p divides a squared then p divides a' theorem, can you show me this with actual numbers instead of just p and a? Like 4 and 16 or something.","confusion, question, algebraic, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
401,miniLM_labels,algebraic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"This 'if p divides a squared then p divides a' theorem, can you show me this with actual numbers instead of just p and a? Like 4 and 16 or something.","confusion, question, algebraic, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
401,miniLM_labels,representation_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"This 'if p divides a squared then p divides a' theorem, can you show me this with actual numbers instead of just p and a? Like 4 and 16 or something.","confusion, question, algebraic, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
401,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"This 'if p divides a squared then p divides a' theorem, can you show me this with actual numbers instead of just p and a? Like 4 and 16 or something.","confusion, question, algebraic, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
402,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the diagram for this is not making sense. can you show it like a real-life thing, not just lines?","confusion, diagrammatic, request_representation, question",High load_risk,VISUAL_ANALOGY
402,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"the diagram for this is not making sense. can you show it like a real-life thing, not just lines?","confusion, diagrammatic, request_representation, question",High load_risk,VISUAL_ANALOGY
403,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this coefficient ratios for consistent/inconsistent lines, can you explain with actual equations how it works? like an example not just general form.","confusion, question, algebraic, example_request",Moderate load_risk,WORKED_EXAMPLE
403,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"this coefficient ratios for consistent/inconsistent lines, can you explain with actual equations how it works? like an example not just general form.","confusion, question, algebraic, example_request",Moderate load_risk,WORKED_EXAMPLE
404,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"too much abstract talk, can u show me this problem solution in a step-by-step flowchart or something visual?","confusion, request_representation, diagrammatic, question",High load_risk,REPRESENTATION_TRANSLATION
404,miniLM_labels,diagrammatic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"too much abstract talk, can u show me this problem solution in a step-by-step flowchart or something visual?","confusion, request_representation, diagrammatic, question",High load_risk,REPRESENTATION_TRANSLATION
404,miniLM_labels,cognitive_overload,obvious_missing_label,Strong cue exists but label is not assigned.,"too much abstract talk, can u show me this problem solution in a step-by-step flowchart or something visual?","confusion, request_representation, diagrammatic, question",High load_risk,REPRESENTATION_TRANSLATION
404,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"too much abstract talk, can u show me this problem solution in a step-by-step flowchart or something visual?","confusion, request_representation, diagrammatic, question",High load_risk,REPRESENTATION_TRANSLATION
405,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this surface area of combined solids, i always get confused about which parts to add. can you show me with a 3D model or animation how it works?","confusion, question, physical, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
405,miniLM_labels,diagrammatic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this surface area of combined solids, i always get confused about which parts to add. can you show me with a 3D model or animation how it works?","confusion, question, physical, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
405,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"this surface area of combined solids, i always get confused about which parts to add. can you show me with a 3D model or animation how it works?","confusion, question, physical, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
405,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"this surface area of combined solids, i always get confused about which parts to add. can you show me with a 3D model or animation how it works?","confusion, question, physical, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
405,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"this surface area of combined solids, i always get confused about which parts to add. can you show me with a 3D model or animation how it works?","confusion, question, physical, diagrammatic, request_representation",High load_risk,REPRESENTATION_TRANSLATION
406,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this explanation is just words words words. can you put it into a table or something, like cause and effect?","confusion, request_representation, tabular, question",Moderate load_risk,REPRESENTATION_TRANSLATION
406,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"this explanation is just words words words. can you put it into a table or something, like cause and effect?","confusion, request_representation, tabular, question",Moderate load_risk,REPRESENTATION_TRANSLATION
407,miniLM_labels,abstraction_attempt,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"that quadratic formula thing, why is it minus b plus minus root and all? where does it come from? like how do you derive it, step by step?","curiosity, question, algebraic, abstraction_attempt","High productive_struggle,High ki_score opportunity",EXPLAIN
407,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"that quadratic formula thing, why is it minus b plus minus root and all? where does it come from? like how do you derive it, step by step?","curiosity, question, algebraic, abstraction_attempt","High productive_struggle,High ki_score opportunity",EXPLAIN
407,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"that quadratic formula thing, why is it minus b plus minus root and all? where does it come from? like how do you derive it, step by step?","curiosity, question, algebraic, abstraction_attempt","High productive_struggle,High ki_score opportunity",EXPLAIN
407,hope_signals,High productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"that quadratic formula thing, why is it minus b plus minus root and all? where does it come from? like how do you derive it, step by step?","curiosity, question, algebraic, abstraction_attempt","High productive_struggle,High ki_score opportunity",EXPLAIN
408,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the examples are just numbers, but i need to see it applied to a real situation. like, what's a practical problem for this?","curiosity, request_representation, transfer_attempt, question, example_request",Moderate productive_struggle,ANALOGOUS_EXAMPLE
408,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the examples are just numbers, but i need to see it applied to a real situation. like, what's a practical problem for this?","curiosity, request_representation, transfer_attempt, question, example_request",Moderate productive_struggle,ANALOGOUS_EXAMPLE
408,miniLM_labels,transfer_attempt,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the examples are just numbers, but i need to see it applied to a real situation. like, what's a practical problem for this?","curiosity, request_representation, transfer_attempt, question, example_request",Moderate productive_struggle,ANALOGOUS_EXAMPLE
408,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"the examples are just numbers, but i need to see it applied to a real situation. like, what's a practical problem for this?","curiosity, request_representation, transfer_attempt, question, example_request",Moderate productive_struggle,ANALOGOUS_EXAMPLE
408,miniLM_labels,physical,obvious_missing_label,Strong cue exists but label is not assigned.,"the examples are just numbers, but i need to see it applied to a real situation. like, what's a practical problem for this?","curiosity, request_representation, transfer_attempt, question, example_request",Moderate productive_struggle,ANALOGOUS_EXAMPLE
409,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"the graph of 'y equals x squared' always confuses me, why is it that U shape? can you show me with points how it becomes like that?","confusion, question, graphical, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
409,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"the graph of 'y equals x squared' always confuses me, why is it that U shape? can you show me with points how it becomes like that?","confusion, question, graphical, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
409,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"the graph of 'y equals x squared' always confuses me, why is it that U shape? can you show me with points how it becomes like that?","confusion, question, graphical, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
409,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"the graph of 'y equals x squared' always confuses me, why is it that U shape? can you show me with points how it becomes like that?","confusion, question, graphical, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
409,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"the graph of 'y equals x squared' always confuses me, why is it that U shape? can you show me with points how it becomes like that?","confusion, question, graphical, representation_shift",High load_risk,REPRESENTATION_TRANSLATION
410,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,the proof for root 2 irrational is too abstract. can u show me a simpler way or maybe a visual explanation for why it cant be p by q form?,"confusion, question, abstraction_attempt, request_representation, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
410,miniLM_labels,low_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,the proof for root 2 irrational is too abstract. can u show me a simpler way or maybe a visual explanation for why it cant be p by q form?,"confusion, question, abstraction_attempt, request_representation, simplification_request",High load_risk,REPRESENTATION_TRANSLATION
411,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this is too hard to understand from just words, can u show me a picture or like a small summary table?","confusion, request_representation, question",High load_risk,REPRESENTATION_TRANSLATION
411,miniLM_labels,frustration,obvious_missing_label,Strong cue exists but label is not assigned.,"this is too hard to understand from just words, can u show me a picture or like a small summary table?","confusion, request_representation, question",High load_risk,REPRESENTATION_TRANSLATION
411,miniLM_labels,tabular,obvious_missing_label,Strong cue exists but label is not assigned.,"this is too hard to understand from just words, can u show me a picture or like a small summary table?","confusion, request_representation, question",High load_risk,REPRESENTATION_TRANSLATION
411,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"this is too hard to understand from just words, can u show me a picture or like a small summary table?","confusion, request_representation, question",High load_risk,REPRESENTATION_TRANSLATION
411,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"this is too hard to understand from just words, can u show me a picture or like a small summary table?","confusion, request_representation, question",High load_risk,REPRESENTATION_TRANSLATION
412,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,what is a segment and sector exactly? all looks same only. can u show with proper colored parts in a circle?,"confusion, question, diagrammatic, request_representation","Moderate load_risk, High ki_score opportunity",REPRESENTATION_TRANSLATION
413,miniLM_labels,graphical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the common difference in AP, what does it mean? can u show it like numbers increasing on a line or something visual?","confusion, question, graphical, representation_shift",Moderate load_risk,VISUAL_ANALOGY
